,pID,ID,bID,starttime,endtime,duration,oribill,discount,startGPSx,startGPSy,endGPSx,endGPSy,pstatus
179,2171,1111,423,2020-02-07 00:59:37,2020-02-07 01:05:37,6,0.05,0.04,55.8697124001,-4.0039496578,55.8115821778,-4.0990232836,1
180,2172,1023,583,2020-12-15 07:57:35,2020-12-15 08:04:35,7,0.06,0.05,55.8567922342,-4.0950738727,55.8843777766,-4.1738120183,1
181,2173,1013,447,2021-01-21 10:55:49,2021-01-21 18:34:49,459,3.83,3.06,55.930082474,-4.0294955306,55.904288597,-4.0014729371,1
182,2174,1138,242,2020-11-28 09:08:22,2020-11-28 10:59:22,111,0.93,0.74,55.9227825946,-4.181301228,55.8597005731,-4.033266387,1
183,2175,1011,203,2020-04-26 13:34:30,2020-04-26 13:48:30,14,0.12,0.09,55.8798839102,-4.0556444105,55.848333646,-4.0241963196,1
184,2176,1061,564,2020-09-07 07:03:59,2020-09-07 07:24:59,21,0.17,0.14,55.9191120434,-4.1786068444,55.9358492312,-4.2315057645,1
185,2177,1030,367,2020-11-10 23:14:32,2020-11-10 23:42:32,28,0.23,0.19,55.877536698,-4.2147561185,55.8708518307,-4.1455068842,1
186,2178,1031,526,2021-01-26 09:12:11,2021-01-26 10:09:11,57,0.47,0.38,55.8954021812,-4.2294318648,55.9141300424,-4.0361676054,1
187,2179,1145,322,2020-02-27 15:14:19,2020-02-27 15:49:19,35,0.29,0.23,55.8174303785,-4.120976431,55.8311830503,-4.198474168,1
188,2180,1053,596,2020-05-21 18:49:29,2020-05-22 01:27:29,398,3.32,2.65,55.8879037951,-4.158760172,55.9232387881,-4.0405548673,1
189,2181,1081,181,2020-12-22 20:42:42,2020-12-23 03:39:42,417,3.48,2.78,55.8263350519,-4.235104375,55.8222435972,-4.1419269929,1
190,2182,1089,491,2020-04-18 11:32:59,2020-04-18 19:18:59,466,3.88,3.11,55.8251523037,-4.2785033495,55.916260914,-4.1663273515,1
191,2183,1129,261,2020-12-04 21:49:33,2020-12-05 02:15:33,266,2.22,1.77,55.898438358,-4.2746431395,55.9422024165,-4.2985331347,1
192,2184,1042,552,2021-01-13 21:00:13,2021-01-13 21:25:13,25,0.21,0.17,55.8843436801,-4.1926574639,55.8479828961,-4.0625971075,1
193,2185,1043,200,2020-12-24 14:08:34,2020-12-24 14:28:34,20,0.17,0.13,55.9263369978,-4.1742429841,55.9232849357,-4.0395678655,1
194,2186,1073,188,2020-04-21 03:43:33,2020-04-21 09:54:33,371,3.09,2.47,55.915544126,-4.1889124555,55.8698744983,-4.0342091632,1
195,2187,1028,442,2020-03-07 11:05:24,2020-03-07 15:35:24,270,2.25,1.8,55.8493746016,-4.1514505017,55.8374731037,-4.2374306727,1
196,2188,1051,205,2020-10-24 04:04:27,2020-10-24 07:07:27,183,1.52,1.22,55.8523475273,-4.1657654599,55.8305016898,-4.0421423712,1
197,2189,1109,460,2020-02-15 03:38:52,2020-02-15 03:58:52,20,0.17,0.13,55.8239447968,-4.14613123,55.9402246009,-4.2924921953,1
198,2190,1040,378,2020-12-26 20:30:47,2020-12-27 01:36:47,306,2.55,2.04,55.9350251462,-4.0704709781,55.8214453899,-4.0003063818,1
199,2191,1028,260,2021-01-08 20:22:34,2021-01-09 05:52:34,570,4.75,3.8,55.8155319715,-4.2541155146,55.9256956582,-4.3027157295,1
200,2192,1040,436,2020-11-29 18:02:13,2020-11-29 18:41:13,39,0.33,0.26,55.8587704016,-4.3001367224,55.8547913788,-4.277570901,1
201,2193,1006,138,2020-10-21 15:51:30,2020-10-21 16:00:30,9,0.07,0.06,55.936152944,-4.0158502789,55.8838573403,-4.3057884478,1
202,2194,1157,580,2020-09-23 16:26:38,2020-09-24 01:11:38,525,4.38,3.5,55.8959629202,-4.0781697662,55.9483134809,-4.218092788,1
203,2195,1037,536,2020-12-05 21:57:37,2020-12-05 22:44:37,47,0.39,0.31,55.8908425303,-4.1667410385,55.8709288102,-4.0451998149,1
204,2196,1075,154,2020-05-26 12:49:13,2020-05-26 13:25:13,36,0.3,0.24,55.8616810928,-4.2509297417,55.8253254569,-4.0222986214,1
205,2197,1057,377,2020-07-16 02:28:27,2020-07-16 03:27:27,59,0.49,0.39,55.8589974324,-4.2595531953,55.9429291817,-4.114535235,1
206,2198,1143,294,2021-02-06 10:26:21,2021-02-06 18:32:21,486,4.05,3.24,55.8470555978,-4.243571527,55.9393047085,-4.0413527133,1
207,2199,1088,561,2021-01-29 12:49:15,2021-01-29 13:05:15,16,0.13,0.11,55.8468429764,-4.0968482211,55.8174595409,-4.1373501047,1
208,2200,1044,156,2021-02-18 07:16:02,2021-02-18 07:34:02,18,0.15,0.12,55.8551255287,-4.2500462993,55.8767970488,-4.1078596131,1
209,2201,1084,326,2020-12-25 14:31:23,2020-12-25 14:36:23,5,0.04,0.03,55.8812047345,-4.026319451,55.8660475525,-4.1357860041,1
210,2202,1066,362,2020-03-04 20:41:06,2020-03-04 21:16:06,35,0.29,0.23,55.9344483488,-4.2613732611,55.8336995826,-4.225411768,1
211,2203,1143,227,2021-01-31 00:54:45,2021-01-31 01:20:45,26,0.22,0.17,55.8708086183,-4.1576353592,55.8704650836,-4.1652128747,1
212,2204,1127,256,2020-09-03 10:49:49,2020-09-03 17:40:49,411,3.42,2.74,55.9071395297,-4.2914749186,55.8704458592,-4.294315706,1
213,2205,1010,540,2020-04-22 14:08:08,2020-04-22 14:41:08,33,0.28,0.22,55.9343847962,-4.2383051856,55.9392987931,-4.0626547588,1
214,2206,1035,378,2020-01-07 05:37:51,2020-01-07 06:11:51,34,0.28,0.23,55.9002555673,-4.0365230067,55.9166385347,-4.043651105,1
215,2207,1027,449,2020-02-15 16:42:30,2020-02-15 21:09:30,267,2.23,1.78,55.8681355301,-4.3040307198,55.8525370665,-4.0661488083,1
216,2208,1138,499,2020-04-10 14:09:22,2020-04-10 14:56:22,47,0.39,0.31,55.8933800162,-4.3047681334,55.8944956976,-4.2672829942,1
217,2209,1108,283,2020-08-19 05:24:04,2020-08-19 05:32:04,8,0.07,0.05,55.8269831891,-4.2045207475,55.9308983635,-4.1290291202,1
218,2210,1081,488,2020-08-08 16:26:43,2020-08-08 17:19:43,53,0.44,0.35,55.8785443671,-4.0677803792,55.8204708437,-4.1353152534,1
219,2211,1141,234,2020-05-14 08:36:59,2020-05-14 14:26:59,350,2.92,2.33,55.872471116,-4.0742837494,55.8524025566,-4.055506263,1
220,2212,1160,431,2020-05-09 17:25:13,2020-05-09 17:56:13,31,0.26,0.21,55.9088654397,-4.1491218524,55.8607013278,-4.2220162483,1
221,2213,1106,453,2021-01-09 10:00:49,2021-01-09 12:48:49,168,1.4,1.12,55.881671806,-4.0177490056,55.8127356954,-4.2357135712,1
222,2214,1040,243,2020-06-23 15:08:45,2020-06-23 22:37:45,449,3.74,2.99,55.8700108477,-4.1600234733,55.9043857208,-4.1597349045,1
223,2215,1032,343,2020-06-05 18:30:34,2020-06-05 23:19:34,289,2.41,1.93,55.9100290429,-4.1421742967,55.8142429008,-4.0868218536,1
224,2216,1051,150,2020-09-07 23:26:12,2020-09-07 23:57:12,31,0.26,0.21,55.9271401284,-4.2120996225,55.934686756,-4.2517495673,1
225,2217,1099,270,2020-09-10 09:56:57,2020-09-10 15:23:57,327,2.73,2.18,55.9111359639,-4.1127302795,55.8703881431,-4.2234930878,1
226,2218,1027,133,2020-08-22 19:13:02,2020-08-22 21:32:02,139,1.16,0.93,55.9426682511,-4.2995776818,55.8684023935,-4.1143699737,1
227,2219,1123,391,2020-10-17 01:41:11,2020-10-17 02:15:11,34,0.28,0.23,55.8799668178,-4.2536243685,55.8339060275,-4.2185285773,1
228,2220,1062,335,2020-08-27 05:53:36,2020-08-27 10:55:36,302,2.52,2.01,55.8643758317,-4.0853665085,55.8212732228,-4.1819294953,1
229,2221,1021,354,2021-02-19 12:22:17,2021-02-19 21:28:17,546,4.55,3.64,55.8821542683,-4.1750658339,55.9018039287,-4.1671728872,1
230,2222,1123,543,2020-08-21 15:33:22,2020-08-21 15:55:22,22,0.18,0.15,55.8705417461,-4.3024811108,55.8580175972,-4.2483682303,1
231,2223,1001,278,2020-12-09 18:31:28,2020-12-10 00:13:28,342,2.85,2.28,55.8784088343,-4.0032714872,55.8535052219,-4.0961794718,1
232,2224,1003,448,2020-05-05 03:48:23,2020-05-05 06:19:23,151,1.26,1.01,55.9483674522,-4.2175914607,55.876613255,-4.2887380625,1
233,2225,1097,344,2020-01-22 05:34:35,2020-01-22 06:20:35,46,0.38,0.31,55.9476422706,-4.0333740972,55.8528391395,-4.1358635814,1
234,2226,1160,312,2020-09-03 16:52:05,2020-09-03 17:30:05,38,0.32,0.25,55.8503348842,-4.2510567364,55.9362140638,-4.1987375214,1
235,2227,1063,472,2021-02-04 03:13:12,2021-02-04 03:36:12,23,0.19,0.15,55.8282415677,-4.2081558006,55.8464816652,-4.1965734079,1
236,2228,1045,368,2020-11-19 22:18:41,2020-11-19 23:17:41,59,0.49,0.39,55.897626229,-4.2835620033,55.8406363384,-4.2116897357,1
237,2229,1101,312,2020-10-09 21:50:46,2020-10-09 21:57:46,7,0.06,0.05,55.8434461878,-4.1398555419,55.8477198002,-4.2235743987,1
238,2230,1052,581,2020-12-09 09:43:51,2020-12-09 10:41:51,58,0.48,0.39,55.8240146987,-4.0240226208,55.9321225866,-4.2263629013,1
239,2231,1143,220,2020-02-11 05:13:18,2020-02-11 05:23:18,10,0.08,0.07,55.8377152677,-4.2958803246,55.8364005787,-4.1236729173,1
240,2232,1097,275,2020-08-18 08:48:11,2020-08-18 09:10:11,22,0.18,0.15,55.8108854001,-4.2361921462,55.9227745203,-4.0130600761,1
241,2233,1150,273,2020-06-15 21:52:51,2020-06-15 22:39:51,47,0.39,0.31,55.8824779073,-4.3053237288,55.9254724897,-4.0106358009,1
242,2234,1159,302,2020-05-01 06:42:52,2020-05-01 11:09:52,267,2.23,1.78,55.8327587663,-4.15272002,55.8502636583,-4.1476130334,1
243,2235,1158,358,2020-02-22 11:41:15,2020-02-22 21:07:15,566,4.72,3.77,55.8393407271,-4.1722136822,55.8779900586,-4.1624089469,1
244,2236,1114,560,2020-03-25 18:39:00,2020-03-25 19:04:00,25,0.21,0.17,55.8975521924,-4.1538633158,55.8798893886,-4.2636893362,1
245,2237,1117,336,2020-02-21 22:21:24,2020-02-22 07:37:24,556,4.63,3.71,55.9305621328,-4.0824850511,55.9359999638,-4.0869713298,1
246,2238,1030,422,2020-10-06 00:44:23,2020-10-06 08:07:23,443,3.69,2.95,55.8561385491,-4.0926616524,55.8468651073,-4.2282031817,1
247,2239,1019,589,2020-02-18 02:00:06,2020-02-18 06:50:06,290,2.42,1.93,55.8361261107,-4.0024204334,55.8496896672,-4.2315938493,1
248,2240,1150,116,2020-07-01 08:40:24,2020-07-01 09:26:24,46,0.38,0.31,55.9446413378,-4.0374701196,55.9124702559,-4.2436234972,1
249,2241,1105,438,2020-08-03 14:58:49,2020-08-03 15:54:49,56,0.47,0.37,55.8587515983,-4.0267209049,55.8742436108,-4.0111224503,1
250,2242,1099,451,2020-04-04 00:37:28,2020-04-04 01:08:28,31,0.26,0.21,55.8452982311,-4.153154138,55.9032099731,-4.0161535823,1
251,2243,1097,145,2020-07-21 02:28:42,2020-07-21 11:38:42,550,4.58,3.67,55.919430864,-4.1789580319,55.9338795033,-4.2726159338,1
252,2244,1126,469,2020-06-22 12:22:06,2020-06-22 12:41:06,19,0.16,0.13,55.84365351,-4.3016588162,55.9069255502,-4.2791474732,1
253,2245,1008,246,2020-10-14 05:12:27,2020-10-14 05:48:27,36,0.3,0.24,55.8870404053,-4.2058403206,55.9096420082,-4.1404965257,1
254,2246,1068,185,2020-04-23 13:44:28,2020-04-23 14:00:28,16,0.13,0.11,55.8455667365,-4.0296286937,55.8471019928,-4.1524684654,1
255,2247,1115,340,2020-05-02 20:11:56,2020-05-02 22:17:56,126,1.05,0.84,55.8147062919,-4.092370459,55.8334969654,-4.0915560128,1
256,2248,1156,516,2020-12-16 19:30:18,2020-12-16 20:42:18,72,0.6,0.48,55.918153329,-4.0196961009,55.8498416407,-4.1359010353,1
257,2249,1114,407,2021-01-28 14:15:43,2021-01-28 14:32:43,17,0.14,0.11,55.8877087965,-4.1729999987,55.8966899768,-4.0607280791,1
258,2250,1153,341,2020-03-06 22:59:22,2020-03-06 23:33:22,34,0.28,0.23,55.8688307438,-4.0249884037,55.921511629,-4.1559650847,1
259,2251,1119,441,2020-11-14 20:10:37,2020-11-14 20:33:37,23,0.19,0.15,55.8975288568,-4.2093924394,55.8202216215,-4.1039565453,1
260,2252,1111,383,2020-11-24 12:52:54,2020-11-24 13:11:54,19,0.16,0.13,55.9218667849,-4.0998654674,55.824102347,-4.2028364855,1
261,2253,1093,297,2020-10-27 19:01:41,2020-10-27 19:25:41,24,0.2,0.16,55.8298929367,-4.2444104513,55.9218288201,-4.206539174,1
262,2254,1002,479,2020-01-12 06:17:45,2020-01-12 07:17:45,60,0.5,0.4,55.9252726163,-4.194797592,55.9162060842,-4.2954807645,1
263,2255,1110,532,2020-06-17 09:12:09,2020-06-17 09:30:09,18,0.15,0.12,55.9470311501,-4.2128750995,55.9079220987,-4.1090751832,1
264,2256,1102,527,2020-11-14 03:39:35,2020-11-14 04:04:35,25,0.21,0.17,55.8730298243,-4.05912475,55.8958204431,-4.0638329414,1
265,2257,1154,515,2020-08-23 12:38:02,2020-08-23 19:21:02,403,3.36,2.69,55.9399846115,-4.0149592704,55.9426889781,-4.1318582786,1
266,2258,1021,407,2020-05-22 12:05:19,2020-05-22 17:02:19,297,2.48,1.98,55.9000102462,-4.1192868356,55.8442982497,-4.3038169774,1
267,2259,1044,202,2020-06-21 19:25:24,2020-06-21 22:39:24,194,1.62,1.29,55.9487855346,-4.1537622308,55.8385434061,-4.2328507503,1
268,2260,1037,214,2020-03-31 23:11:57,2020-04-01 08:30:57,559,4.66,3.73,55.8710281956,-4.1078344816,55.886194166,-4.2178536261,1
269,2261,1135,591,2020-02-12 16:45:49,2020-02-12 17:12:49,27,0.23,0.18,55.8921857909,-4.0353101636,55.8901472059,-4.1006258993,1
270,2262,1066,501,2020-01-09 06:13:41,2020-01-09 10:04:41,231,1.93,1.54,55.8463185125,-4.2784726728,55.9098385333,-4.2088179413,1
271,2263,1070,569,2020-04-16 10:33:50,2020-04-16 15:34:50,301,2.51,2.01,55.8315246805,-4.0916891201,55.849265965,-4.0875461341,1
272,2264,1053,231,2020-12-04 13:57:24,2020-12-04 16:10:24,133,1.11,0.89,55.8143338048,-4.1819336956,55.8688628183,-4.2959012344,1
273,2265,1095,363,2020-09-27 03:33:33,2020-09-27 04:20:33,47,0.39,0.31,55.8515339155,-4.0647683305,55.909680036,-4.1288997978,1
274,2266,1145,246,2020-08-03 14:12:16,2020-08-03 14:26:16,14,0.12,0.09,55.8859157906,-4.2280586212,55.8282703869,-4.0928520488,1
275,2267,1130,570,2020-11-06 15:52:34,2020-11-06 16:18:34,26,0.22,0.17,55.8769509302,-4.0254380894,55.8561334006,-4.287711133,1
276,2268,1107,331,2020-09-12 12:07:45,2020-09-12 13:01:45,54,0.45,0.36,55.8515805573,-4.3046895464,55.8620927543,-4.2837522648,1
277,2269,1040,268,2020-08-29 23:35:36,2020-08-29 23:58:36,23,0.19,0.15,55.8996403372,-4.2251177838,55.908850822,-4.2205038419,1
278,2270,1091,363,2020-06-05 03:49:43,2020-06-05 05:45:43,116,0.97,0.77,55.825271071,-4.1492919745,55.8990463149,-4.0742461867,1
279,2271,1093,134,2020-06-29 12:43:53,2020-06-29 18:46:53,363,3.02,2.42,55.9124555683,-4.250708041,55.886821439,-4.1990919897,1
280,2272,1026,290,2020-05-18 14:49:12,2020-05-18 20:50:12,361,3.01,2.41,55.8488155831,-4.1457972152,55.9495866416,-4.2173928961,1
281,2273,1023,282,2020-01-16 08:29:32,2020-01-16 08:51:32,22,0.18,0.15,55.8642774619,-4.2903830958,55.8618384271,-4.0835746769,1
282,2274,1076,387,2020-04-27 08:52:43,2020-04-27 09:01:43,9,0.07,0.06,55.8308620622,-4.2266293818,55.8603970379,-4.0242973003,1
283,2275,1109,338,2021-02-06 21:55:28,2021-02-06 22:09:28,14,0.12,0.09,55.8989587594,-4.1465846181,55.8541081139,-4.3062405365,1
284,2276,1106,329,2020-05-04 13:54:28,2020-05-04 14:11:28,17,0.14,0.11,55.9185880214,-4.1228243305,55.9074848999,-4.196243639,1
285,2277,1143,124,2020-03-21 19:17:06,2020-03-21 21:15:06,118,0.98,0.79,55.850692634,-4.0648487347,55.8862420291,-4.1521160885,1
286,2278,1084,336,2020-07-15 09:28:58,2020-07-15 10:18:58,50,0.42,0.33,55.8770040825,-4.2918079569,55.8696787619,-4.1458541266,1
287,2279,1152,219,2020-03-12 09:39:52,2020-03-12 16:22:52,403,3.36,2.69,55.9374188688,-4.1501936217,55.8902431017,-4.2656280732,1
288,2280,1119,399,2020-10-21 18:57:05,2020-10-22 04:33:05,576,4.8,3.84,55.8319606528,-4.1112606198,55.8522049173,-4.1006771425,1
289,2281,1135,133,2020-09-29 05:18:21,2020-09-29 11:12:21,354,2.95,2.36,55.8271695635,-4.154112562,55.9420874844,-4.1311410237,1
290,2282,1073,134,2021-01-20 19:28:00,2021-01-20 22:15:00,167,1.39,1.11,55.8223203954,-4.060691141,55.8754067217,-4.2247354004,1
291,2283,1080,587,2021-01-15 22:09:47,2021-01-15 22:34:47,25,0.21,0.17,55.8349437911,-4.2475244256,55.9343467805,-4.2188001681,1
292,2284,1039,468,2020-08-30 16:50:03,2020-08-31 01:46:03,536,4.47,3.57,55.9453999828,-4.0661173095,55.8526432192,-4.1569676201,1
293,2285,1102,468,2020-07-30 08:42:56,2020-07-30 09:33:56,51,0.42,0.34,55.9167516397,-4.0281593255,55.8317098811,-4.1340187949,1
294,2286,1054,278,2020-10-27 16:22:26,2020-10-27 17:22:26,60,0.5,0.4,55.8546504063,-4.229541505,55.9060964952,-4.2004165389,1
295,2287,1063,204,2020-11-07 23:50:49,2020-11-08 02:45:49,175,1.46,1.17,55.8431682996,-4.2620260765,55.8232586562,-4.2384842551,1
296,2288,1157,247,2020-09-09 10:04:28,2020-09-09 10:30:28,26,0.22,0.17,55.8449711568,-4.2603659462,55.9251621661,-4.2986208347,1
297,2289,1137,492,2020-02-05 22:21:10,2020-02-06 07:36:10,555,4.62,3.7,55.8115277929,-4.0185365891,55.8972222048,-4.2200582708,1
298,2290,1045,322,2020-11-05 08:42:15,2020-11-05 09:40:15,58,0.48,0.39,55.8528943976,-4.2532573415,55.8377921785,-4.0961971389,1
299,2291,1125,516,2020-08-01 03:43:10,2020-08-01 12:15:10,512,4.27,3.41,55.9166643483,-4.2386735553,55.8637996267,-4.081533442,1
300,2292,1043,396,2020-02-14 17:24:10,2020-02-14 17:52:10,28,0.23,0.19,55.8977721556,-4.2488008929,55.8393953345,-4.2266178415,1
301,2293,1045,508,2021-01-03 09:46:29,2021-01-03 10:06:29,20,0.17,0.13,55.9418819685,-4.2360754054,55.9294415109,-4.0170931824,1
302,2294,1014,239,2020-07-17 05:56:26,2020-07-17 06:55:26,59,0.49,0.39,55.8140260548,-4.2345110755,55.8102837833,-4.1822279134,1
303,2295,1022,205,2020-11-23 18:06:22,2020-11-23 18:41:22,35,0.29,0.23,55.8568336175,-4.1501359872,55.8202079392,-4.1916353219,1
304,2296,1132,553,2020-08-08 16:18:40,2020-08-08 16:44:40,26,0.22,0.17,55.8582393251,-4.1551785273,55.9434097796,-4.299282356,1
305,2297,1043,523,2020-07-10 22:16:51,2020-07-11 01:14:51,178,1.48,1.19,55.8778643149,-4.0721409583,55.8422837425,-4.1621498429,1
306,2298,1035,580,2020-11-26 18:16:08,2020-11-26 19:15:08,59,0.49,0.39,55.9171918255,-4.1975249637,55.8735996258,-4.1213330072,1
307,2299,1125,490,2020-03-15 12:05:19,2020-03-15 12:38:19,33,0.28,0.22,55.8713749639,-4.1721457694,55.8162914611,-4.0960006897,1
308,2300,1047,445,2020-01-30 09:06:06,2020-01-30 11:42:06,156,1.3,1.04,55.8652478664,-4.1559447775,55.9103164509,-4.1128049864,1
309,2301,1082,216,2021-02-15 12:11:26,2021-02-15 12:18:26,7,0.06,0.05,55.8676913266,-4.2523481653,55.8305392302,-4.2022133499,1
310,2302,1066,596,2020-05-06 01:44:12,2020-05-06 07:29:12,345,2.88,2.3,55.9401679164,-4.1095241831,55.834917627,-4.0221675176,1
311,2303,1028,493,2020-09-23 19:01:43,2020-09-23 19:29:43,28,0.23,0.19,55.8846872461,-4.1511283328,55.9222772446,-4.2103338341,1
312,2304,1154,351,2020-11-04 21:31:47,2020-11-05 05:55:47,504,4.2,3.36,55.8157849642,-4.0945067268,55.8408178209,-4.2264851862,1
313,2305,1104,586,2020-11-17 16:08:09,2020-11-17 17:06:09,58,0.48,0.39,55.8146287614,-4.1884492123,55.8507609354,-4.2465863471,1
314,2306,1093,333,2021-01-06 00:15:49,2021-01-06 06:10:49,355,2.96,2.37,55.8768240376,-4.1277596956,55.8104061593,-4.1783306174,1
315,2307,1136,379,2021-02-08 22:29:16,2021-02-09 01:19:16,170,1.42,1.13,55.9127366961,-4.0854457866,55.9112345279,-4.2566429707,1
316,2308,1042,453,2020-12-14 22:18:13,2020-12-15 02:26:13,248,2.07,1.65,55.940934955,-4.2187666939,55.8157159443,-4.0056926201,1
317,2309,1132,357,2020-03-27 04:41:35,2020-03-27 05:31:35,50,0.42,0.33,55.8346660749,-4.1995841646,55.9185047011,-4.0458270011,1
318,2310,1156,404,2020-02-05 12:01:58,2020-02-05 20:31:58,510,4.25,3.4,55.8775617925,-4.2321191225,55.9131392467,-4.3028027775,1
319,2311,1032,320,2020-07-29 17:09:17,2020-07-29 17:49:17,40,0.33,0.27,55.8162023033,-4.0592076745,55.8412417901,-4.1229712424,1
320,2312,1079,516,2020-06-12 23:35:29,2020-06-13 07:15:29,460,3.83,3.07,55.934760896,-4.190386648,55.8850335805,-4.1241809893,1
321,2313,1064,127,2020-02-09 03:11:41,2020-02-09 04:40:41,89,0.74,0.59,55.9075958179,-4.2085242168,55.9055253503,-4.0703083194,1
322,2314,1107,404,2020-08-26 02:43:46,2020-08-26 06:59:46,256,2.13,1.71,55.8725864211,-4.0954491555,55.8137016966,-4.1344746395,1
323,2315,1047,196,2020-01-28 12:42:35,2020-01-28 17:35:35,293,2.44,1.95,55.9074764432,-4.1716393291,55.8152058236,-4.1169316852,1
324,2316,1013,318,2021-01-16 08:12:58,2021-01-16 09:10:58,58,0.48,0.39,55.8820511905,-4.1873803785,55.9068243986,-4.0008142104,1
325,2317,1151,420,2020-03-04 12:20:16,2020-03-04 12:27:16,7,0.06,0.05,55.8626482258,-4.2359457128,55.9203113779,-4.1887899677,1
326,2318,1110,477,2020-07-28 10:06:57,2020-07-28 10:24:57,18,0.15,0.12,55.8495851048,-4.2850083177,55.929207189,-4.2501378246,1
327,2319,1061,321,2020-12-31 17:11:22,2020-12-31 17:37:22,26,0.22,0.17,55.9131807786,-4.1857198143,55.8972825047,-4.2262198607,1
328,2320,1043,507,2020-03-16 04:30:50,2020-03-16 05:22:50,52,0.43,0.35,55.9113145992,-4.0781027726,55.8433661388,-4.1306719658,1
329,2321,1122,554,2020-10-24 07:22:28,2020-10-24 14:38:28,436,3.63,2.91,55.841080565,-4.2737761505,55.9419362702,-4.1589528814,1
330,2322,1023,151,2020-09-19 23:54:39,2020-09-20 07:51:39,477,3.98,3.18,55.8576657232,-4.2307437072,55.8592775695,-4.0907400429,1
331,2323,1043,556,2020-12-26 07:46:14,2020-12-26 16:19:14,513,4.28,3.42,55.8797072745,-4.0247392697,55.9319508749,-4.0417758046,1
332,2324,1046,421,2020-04-02 23:53:32,2020-04-03 06:18:32,385,3.21,2.57,55.9123457199,-4.0701678301,55.9126298417,-4.2794594164,1
333,2325,1027,308,2020-03-22 10:44:47,2020-03-22 10:52:47,8,0.07,0.05,55.8179106743,-4.2455142994,55.8589915092,-4.1691037786,1
334,2326,1099,135,2020-01-13 08:02:03,2020-01-13 08:10:03,8,0.07,0.05,55.8600784993,-4.1711867278,55.8889482116,-4.0118775736,1
335,2327,1102,544,2020-07-02 23:42:26,2020-07-03 03:43:26,241,2.01,1.61,55.9301578763,-4.308575207,55.9131423793,-4.2208619988,1
336,2328,1159,170,2020-11-07 09:12:05,2020-11-07 09:23:05,11,0.09,0.07,55.905153973,-4.2815771778,55.903040652,-4.2126289548,1
337,2329,1111,153,2020-06-05 03:29:38,2020-06-05 03:52:38,23,0.19,0.15,55.9305377782,-4.0030053817,55.9251237073,-4.0005811409,1
338,2330,1067,326,2020-12-29 18:44:16,2020-12-30 01:27:16,403,3.36,2.69,55.9042370312,-4.2037732568,55.8644914356,-4.1984102196,1
339,2331,1110,498,2020-05-09 11:39:36,2020-05-09 12:47:36,68,0.57,0.45,55.9263820147,-4.1097483809,55.841398465,-4.0868455551,1
340,2332,1149,525,2021-02-15 09:25:16,2021-02-15 09:58:16,33,0.28,0.22,55.8806967397,-4.0838285399,55.8197944782,-4.3050933516,1
341,2333,1032,314,2020-10-26 11:33:51,2020-10-26 14:12:51,159,1.32,1.06,55.8858623352,-4.0047946922,55.944926591,-4.2953129381,1
342,2334,1110,360,2020-10-31 04:50:11,2020-10-31 11:49:11,419,3.49,2.79,55.8779099014,-4.1544859838,55.89462813,-4.2696627734,1
343,2335,1043,533,2021-01-23 06:53:35,2021-01-23 11:41:35,288,2.4,1.92,55.8550116764,-4.0115650034,55.8256338493,-4.0758616898,1
344,2336,1016,513,2020-09-16 16:29:21,2020-09-17 00:50:21,501,4.17,3.34,55.9498457035,-4.2400423172,55.8940222598,-4.2127709689,1
345,2337,1133,582,2020-05-25 00:05:27,2020-05-25 05:42:27,337,2.81,2.25,55.8672319529,-4.0775308602,55.8580452254,-4.2072407327,1
346,2338,1085,562,2021-02-11 06:25:29,2021-02-11 10:19:29,234,1.95,1.56,55.8206858614,-4.2558020528,55.9300211052,-4.0228730776,1
347,2339,1020,363,2020-07-24 05:31:30,2020-07-24 05:49:30,18,0.15,0.12,55.8562205483,-4.1307901753,55.8801192935,-4.2617868565,1
348,2340,1122,211,2020-01-27 08:06:07,2020-01-27 13:39:07,333,2.77,2.22,55.8296286204,-4.0600307179,55.9402394396,-4.1341332572,1
349,2341,1098,328,2020-06-11 23:33:39,2020-06-11 23:56:39,23,0.19,0.15,55.8611064808,-4.0857479363,55.9015057055,-4.0439553889,1
350,2342,1096,487,2020-02-18 08:28:33,2020-02-18 10:24:33,116,0.97,0.77,55.9095783509,-4.2339066179,55.9240959892,-4.1055425616,1
351,2343,1057,311,2020-08-01 21:43:12,2020-08-01 22:24:12,41,0.34,0.27,55.9338644856,-4.0122789814,55.9069362944,-4.2333058815,1
352,2344,1099,193,2020-05-23 13:27:23,2020-05-23 22:07:23,520,4.33,3.47,55.8952299146,-4.2070659649,55.8717989048,-4.021749027,1
353,2345,1129,564,2020-09-27 14:27:41,2020-09-27 15:02:41,35,0.29,0.23,55.9492973858,-4.2698068749,55.9078074404,-4.0445997746,1
354,2346,1095,232,2020-02-20 21:13:10,2020-02-21 04:05:10,412,3.43,2.75,55.9229322548,-4.1741122523,55.8344939934,-4.051463712,1
355,2347,1160,202,2020-12-25 12:56:28,2020-12-25 22:07:28,551,4.59,3.67,55.8248159677,-4.2915202884,55.8452898055,-4.299264547,1
356,2348,1023,268,2020-11-05 03:19:17,2020-11-05 07:42:17,263,2.19,1.75,55.9461335148,-4.0360520607,55.841573846,-4.2515741475,1
357,2349,1039,490,2021-02-16 08:21:56,2021-02-16 17:17:56,536,4.47,3.57,55.8864976476,-4.0782925388,55.9028568494,-4.2502416168,1
